,gene_a,gene_b,score_a2b,score_b2a
3248,YALI0_D17988g,YALI1_D22313g,1831.0,1831.0
3249,YALI0_D17996g,YALI1_D22342g,790.0,790.0
3250,YALI0_D18018g,YALI1_D22368g,926.0,926.0
3251,YALI0_D18040g,YALI1_D22401g,946.0,946.0
3252,YALI0_D18062g,YALI1_D22413g,630.0,630.0
3253,YALI0_D18084g,YALI1_D22568g,581.0,581.0
3254,YALI0_D18106g,YALI1_D22636g,1219.0,1219.0
3255,YALI0_D18128g,YALI1_D22663g,1334.0,1334.0
3256,YALI0_D18150g,YALI1_D22704g,816.0,816.0
3257,YALI0_D18194g,YALI1_D22759g,1281.0,1281.0
3258,YALI0_D18249g,YALI1_D22804g,1378.0,1378.0
3259,YALI0_D18271g,YALI1_D22834g,755.0,755.0
3260,YALI0_D18293g,YALI1_D22864g,254.0,254.0
3261,YALI0_D18315g,YALI1_D22888g,892.0,892.0
3262,YALI0_D18337g,YALI1_D22906g,712.0,712.0
3263,YALI0_D18359g,YALI1_D22961g,1045.0,1045.0
3264,YALI0_D18381g,YALI1_D22997g,1949.0,1949.0
3265,YALI0_D18403g,YALI1_D23067g,3019.0,3019.0
3266,YALI0_D18436g,YALI1_D23094g,703.0,703.0
3267,YALI0_D18458g,YALI1_D23128g,949.0,949.0
3268,YALI0_D18480g,YALI1_D23142g,722.0,722.0
3269,YALI0_D18502g,YALI1_D23169g,1013.0,1013.0
3270,YALI0_D18546g,YALI1_D23224g,556.0,556.0
3271,YALI0_D18568g,YALI1_D23237g,1142.0,1142.0
3272,YALI0_D18590g,YALI1_D23265g,635.0,635.0
3273,YALI0_D18612g,YALI1_D23274g,1660.0,1660.0
3274,YALI0_D18634g,YALI1_D23337g,921.0,921.0
3275,YALI0_D18656g,YALI1_D23377g,912.0,912.0
3276,YALI0_D18678g,YALI1_D23479g,2346.0,2346.0
3277,YALI0_D18700g,YALI1_D23575g,860.0,860.0
3278,YALI0_D18722g,YALI1_D23622g,234.0,234.0
3279,YALI0_D18744g,YALI1_D23653g,130.0,130.0
3280,YALI0_D18766g,YALI1_D23688g,997.0,997.0
3281,YALI0_D18788g,YALI1_D23693g,1965.0,1965.0
3282,YALI0_D18810g,YALI1_D23730g,660.0,660.0
3283,YALI0_D18832g,YALI1_D23753g,673.0,673.0
3284,YALI0_D18854g,YALI1_D23785g,384.0,384.0
3285,YALI0_D18876g,YALI1_D23885g,1100.0,1100.0
3286,YALI0_D18898g,YALI1_D23934g,1211.0,1211.0
3287,YALI0_D18920g,YALI1_D23995g,930.0,930.0
3288,YALI0_D18942g,YALI1_D24026g,566.0,566.0
3289,YALI0_D18964g,YALI1_D24054g,519.0,519.0
3290,YALI0_D18986g,YALI1_D24069g,597.0,597.0
3291,YALI0_D19008g,YALI1_D24095g,617.0,617.0
3292,YALI0_D19030g,YALI1_D24109g,288.0,288.0
3293,YALI0_D19052g,YALI1_D24127g,207.0,207.0
3294,YALI0_D19074g,YALI1_D24138g,679.0,679.0
3295,YALI0_D19096g,YALI1_D24182g,2000.0,2000.0
3296,YALI0_D19118g,YALI1_D24225g,712.0,712.0
3297,YALI0_D19140g,YALI1_D24249g,1111.0,1111.0
3298,YALI0_D19162g,YALI1_D24308g,1785.0,1785.0
3299,YALI0_D19184g,YALI1_D24333g,761.0,761.0
3300,YALI0_D19206g,YALI1_D24361g,977.0,977.0
3301,YALI0_D19228g,YALI1_D24375g,340.0,340.0
3302,YALI0_D19250g,YALI1_D24387g,382.0,382.0
3303,YALI0_D19272g,YALI1_D24398g,910.0,910.0
3304,YALI0_D19294g,YALI1_D24425g,455.0,455.0
3305,YALI0_D19316g,YALI1_D24508g,1127.0,1127.0
3306,YALI0_D19338g,YALI1_D24546g,138.0,138.0
3307,YALI0_D19360g,YALI1_D24580g,1962.0,1962.0
3308,YALI0_D19382g,YALI1_D24626g,922.0,922.0
3309,YALI0_D19426g,YALI1_D24649g,761.0,761.0
3310,YALI0_D19448g,YALI1_D24687g,552.0,552.0
3311,YALI0_D19470g,YALI1_D24718g,1139.0,1139.0
3312,YALI0_D19492g,YALI1_D24745g,619.0,619.0
3313,YALI0_D19514g,YALI1_D24751g,933.0,933.0
3314,YALI0_D19536g,YALI1_D24770g,2427.0,2427.0
3315,YALI0_D19558g,YALI1_D24836g,1264.0,1264.0
3316,YALI0_D19580g,YALI1_D24892g,1415.0,1415.0
3317,YALI0_D19602g,YALI1_D24918g,1420.0,1420.0
3318,YALI0_D19624g,YALI1_D24941g,379.0,379.0
3319,YALI0_D19646g,YALI1_D24961g,1113.0,1113.0
3320,YALI0_D19734g,YALI1_D24997g,304.0,304.0
3321,YALI0_D19756g,YALI1_D25037g,1152.0,1152.0
3322,YALI0_D19778g,YALI1_D25104g,2687.0,2687.0
3323,YALI0_D19822g,YALI1_D25137g,1613.0,1613.0
3324,YALI0_D19844g,YALI1_D25151g,206.0,206.0
3325,YALI0_D19866g,YALI1_D25178g,1028.0,1028.0
3326,YALI0_D19888g,YALI1_D25208g,709.0,709.0
3327,YALI0_D19910g,YALI1_D25216g,689.0,689.0
3328,YALI0_D19932g,YALI1_D25233g,655.0,655.0
3329,YALI0_D19954g,YALI1_D25250g,362.0,362.0
3330,YALI0_D19976g,YALI1_D25255g,1077.0,1077.0
3331,YALI0_D19998g,YALI1_D25288g,617.0,617.0
3332,YALI0_D20020g,YALI1_D25289g,753.0,753.0
3333,YALI0_D20042g,YALI1_D25330g,1759.0,1759.0
3334,YALI0_D20064g,YALI1_D25359g,992.0,992.0
3335,YALI0_D20086g,YALI1_D25370g,1449.0,1449.0
3336,YALI0_D20108g,YALI1_D25400g,1028.0,1028.0
3337,YALI0_D20130g,YALI1_D25419g,1608.0,1608.0
3338,YALI0_D20152g,YALI1_D25450g,358.0,358.0
3339,YALI0_D20174g,YALI1_D25472g,1603.0,1603.0
3340,YALI0_D20196g,YALI1_D25529g,1391.0,1391.0
3341,YALI0_D20218g,YALI1_D25606g,1177.0,1177.0
3342,YALI0_D20240g,YALI1_D25616g,2262.0,2262.0
3343,YALI0_D20262g,YALI1_D25664g,659.0,659.0
3344,YALI0_D20306g,YALI1_D25715g,567.0,567.0
3345,YALI0_D20328g,YALI1_D25744g,1068.0,1068.0
3346,YALI0_D20350g,YALI1_D25786g,1323.0,1323.0
3347,YALI0_D20394g,YALI1_D25813g,1117.0,1117.0
3348,YALI0_D20416g,YALI1_D25851g,1212.0,1212.0
3349,YALI0_D20438g,YALI1_D25899g,1610.0,1610.0
3350,YALI0_D20460g,YALI1_D25968g,1876.0,1876.0
3351,YALI0_D20482g,YALI1_D26006g,489.0,489.0
3352,YALI0_D20504g,YALI1_D26036g,172.0,172.0
3353,YALI0_D20526g,YALI1_D26051g,246.0,246.0
3354,YALI0_D20548g,YALI1_D26084g,892.0,892.0
3355,YALI0_D20570g,YALI1_D26114g,1100.0,1100.0
3356,YALI0_D20592g,YALI1_D26142g,279.0,279.0
3357,YALI0_D20614g,YALI1_D26146g,313.0,313.0
3358,YALI0_D20636g,YALI1_D26186g,2048.0,2048.0
3359,YALI0_D20658g,YALI1_D26218g,1427.0,1427.0
3360,YALI0_D20680g,YALI1_D26263g,856.0,856.0
3361,YALI0_D20702g,YALI1_D26316g,1573.0,1573.0
3362,YALI0_D20724g,YALI1_D26320g,627.0,627.0
3363,YALI0_D20768g,YALI1_D26360g,1016.0,1016.0
3364,YALI0_D20790g,YALI1_D26394g,1656.0,1656.0
3365,YALI0_D20834g,YALI1_D26438g,1076.0,1076.0
3366,YALI0_D20856g,YALI1_D26467g,521.0,521.0
3367,YALI0_D20878g,YALI1_D26496g,782.0,782.0
3368,YALI0_D20900g,YALI1_D26511g,665.0,665.0
3369,YALI0_D20922g,YALI1_D26529g,1206.0,1206.0
3370,YALI0_D20944g,YALI1_D26559g,365.0,365.0
3371,YALI0_D20966g,YALI1_D26586g,779.0,779.0
3372,YALI0_D21010g,YALI1_D26610g,1236.0,1236.0
3373,YALI0_D21032g,YALI1_D26639g,438.0,438.0
3374,YALI0_D21076g,YALI1_D26666g,1042.0,1042.0
3375,YALI0_D21098g,YALI1_D26671g,818.0,818.0
3376,YALI0_D21120g,YALI1_D26721g,2301.0,2301.0
3377,YALI0_D21142g,YALI1_D26730g,862.0,862.0
3378,YALI0_D21164g,YALI1_D26759g,476.0,476.0
3379,YALI0_D21186g,YALI1_D26765g,1079.0,1079.0
3380,YALI0_D21208g,YALI1_D26808g,1164.0,1164.0
3381,YALI0_D21230g,YALI1_D26844g,633.0,633.0
3382,YALI0_D21318g,YALI1_D26956g,437.0,437.0
3383,YALI0_D21362g,YALI1_D26993g,1195.0,1195.0
3384,YALI0_D21384g,YALI1_D27044g,1976.0,1976.0
3385,YALI0_D21406g,YALI1_D27057g,598.0,598.0
3386,YALI0_D21428g,YALI1_D27068g,400.0,400.0
3387,YALI0_D21450g,YALI1_D27074g,459.0,459.0
3388,YALI0_D21472g,YALI1_D27100g,745.0,745.0
3389,YALI0_D21494g,YALI1_D27126g,453.0,453.0
3390,YALI0_D21530g,YALI1_D27148g,1080.0,1080.0
3391,YALI0_D21538g,YALI1_D27163g,320.0,320.0
3392,YALI0_D21560g,YALI1_D27181g,2902.0,2902.0
3393,YALI0_D21582g,YALI1_D27235g,660.0,660.0
3394,YALI0_D21593g,YALI1_D27251g,241.0,241.0
3395,YALI0_D21604g,YALI1_D27274g,1166.0,1166.0
3396,YALI0_D21626g,YALI1_D27297g,194.0,194.0
3397,YALI0_D21648g,YALI1_D27324g,919.0,919.0
3398,YALI0_D21670g,YALI1_D27339g,1145.0,1145.0
3399,YALI0_D21684g,YALI1_D27385g,2630.0,2630.0
3400,YALI0_D21725g,YALI1_D27500g,2628.0,2628.0
3401,YALI0_D21725g,YALI1_D27500g,2628.0,73.6
3402,YALI0_D21725g,YALI1_D27500g,2628.0,48.9
3403,YALI0_D21725g,YALI1_D27500g,48.5,2628.0
3404,YALI0_D21725g,YALI1_D27500g,48.5,73.6
3405,YALI0_D21725g,YALI1_D27500g,48.5,48.9
3406,YALI0_D21769g,YALI1_D27547g,1218.0,1218.0
3407,YALI0_D21802g,YALI1_D27599g,2578.0,2578.0
3408,YALI0_D21890g,YALI1_D27637g,2252.0,2252.0
3409,YALI0_D21912g,YALI1_D27718g,3402.0,3402.0
3410,YALI0_D21934g,YALI1_D27748g,528.0,528.0
3411,YALI0_D21956g,YALI1_D27762g,446.0,446.0
3412,YALI0_D21978g,YALI1_D27780g,780.0,780.0
3413,YALI0_D22000g,YALI1_D27808g,1403.0,1403.0
3414,YALI0_D22022g,YALI1_D27826g,240.0,240.0
3415,YALI0_D22044g,YALI1_D27844g,390.0,390.0
3416,YALI0_D22066g,YALI1_D27867g,706.0,706.0
3417,YALI0_D22088g,YALI1_D27884g,309.0,309.0
3418,YALI0_D22110g,YALI1_D27912g,1167.0,1167.0
3419,YALI0_D22132g,YALI1_D27995g,757.0,757.0
3420,YALI0_D22154g,YALI1_D28003g,1655.0,1655.0
3421,YALI0_D22220g,YALI1_D28033g,550.0,550.0
3422,YALI0_D22242g,YALI1_D28064g,237.0,237.0
3423,YALI0_D22264g,YALI1_D28087g,1153.0,1153.0
3424,YALI0_D22286g,YALI1_D28150g,2456.0,2456.0
3425,YALI0_D22308g,YALI1_D28213g,234.0,234.0
3426,YALI0_D22330g,YALI1_D28221g,1052.0,1052.0
3427,YALI0_D22352g,YALI1_D28273g,1314.0,1314.0
3428,YALI0_D22396g,YALI1_D28351g,1917.0,1917.0
3429,YALI0_D22418g,YALI1_D28404g,741.0,741.0
3430,YALI0_D22440g,YALI1_D28518g,5217.0,5217.0
3431,YALI0_D22462g,YALI1_D28537g,885.0,885.0
3432,YALI0_D22484g,YALI1_D28569g,994.0,994.0
3433,YALI0_D22506g,YALI1_D28630g,3075.0,3075.0
3434,YALI0_D22520g,YALI1_D28646g,4205.0,4205.0
3435,YALI0_D22550g,YALI1_D28726g,969.0,969.0
3436,YALI0_D22572g,YALI1_D28825g,1713.0,1713.0
3437,YALI0_D22594g,YALI1_D28842g,946.0,946.0
3438,YALI0_D22616g,YALI1_D28890g,934.0,934.0
3439,YALI0_D22638g,YALI1_D28934g,1058.0,1058.0
3440,YALI0_D22660g,YALI1_D29109g,1107.0,1107.0
3441,YALI0_D22682g,YALI1_D29203g,1954.0,1954.0
3442,YALI0_D22748g,YALI1_D29237g,941.0,941.0
3443,YALI0_D22770g,YALI1_D29279g,904.0,911.0
3444,YALI0_D22770g,YALI1_D29279g,904.0,650.0
3445,YALI0_D22770g,YALI1_D29279g,647.0,911.0
3446,YALI0_D22770g,YALI1_D29279g,647.0,650.0
3447,YALI0_D22803g,YALI1_D29335g,1246.0,1246.0
3448,YALI0_D22825g,YALI1_D29371g,2521.0,2521.0
3449,YALI0_D22847g,YALI1_D29419g,848.0,848.0
3450,YALI0_D22869g,YALI1_D29457g,414.0,414.0
3451,YALI0_D22891g,YALI1_D29481g,914.0,914.0
3452,YALI0_D22913g,YALI1_D29523g,1326.0,1326.0
3453,YALI0_D22935g,YALI1_D29549g,1406.0,1406.0
3454,YALI0_D22957g,YALI1_D29626g,938.0,938.0
3455,YALI0_D22979g,YALI1_D29668g,1810.0,1810.0
3456,YALI0_D23001g,YALI1_D29699g,1824.0,1824.0
3457,YALI0_D23045g,YALI1_D29728g,1139.0,1139.0
3458,YALI0_D23067g,YALI1_D29768g,938.0,938.0
3459,YALI0_D23133g,YALI1_D29831g,1643.0,1643.0
3460,YALI0_D23155g,YALI1_D29852g,374.0,374.0
3461,YALI0_D23177g,YALI1_D29910g,1254.0,1254.0
3462,YALI0_D23199g,YALI1_D29951g,390.0,390.0
3463,YALI0_D23221g,YALI1_D29966g,819.0,819.0
3464,YALI0_D23243g,YALI1_D29994g,481.0,481.0
3465,YALI0_D23265g,YALI1_D30058g,3019.0,3019.0
3466,YALI0_D23287g,YALI1_D30097g,3434.0,3434.0
3467,YALI0_D23309g,YALI1_D30161g,1766.0,1766.0
3468,YALI0_D23331g,YALI1_D30196g,1090.0,1090.0
3469,YALI0_D23353g,YALI1_D30224g,438.0,438.0
3470,YALI0_D23375g,YALI1_D30230g,302.0,302.0
3471,YALI0_D23386g,YALI1_D30249g,299.0,299.0
3472,YALI0_D23397g,YALI1_D30256g,558.0,558.0
3473,YALI0_D23419g,YALI1_D30285g,1567.0,1567.0
3474,YALI0_D23441g,YALI1_D30319g,358.0,358.0
3475,YALI0_D23463g,YALI1_D30324g,3860.0,3860.0
3476,YALI0_D23485g,YALI1_D30420g,1184.0,1184.0
3477,YALI0_D23551g,YALI1_D30459g,318.0,318.0
3478,YALI0_D23573g,YALI1_D30474g,732.0,732.0
3479,YALI0_D23595g,YALI1_D30506g,922.0,922.0
3480,YALI0_D23617g,YALI1_D30540g,604.0,604.0
3481,YALI0_D23639g,YALI1_D30570g,1124.0,1124.0
3482,YALI0_D23661g,YALI1_D30593g,654.0,654.0
3483,YALI0_D23683g,YALI1_D30618g,869.0,869.0
3484,YALI0_D23705g,YALI1_D30653g,1566.0,1566.0
3485,YALI0_D23727g,YALI1_D30705g,1572.0,1572.0
3486,YALI0_D23749g,YALI1_D30781g,1524.0,1524.0
3487,YALI0_D23771g,YALI1_D30826g,1080.0,1080.0
3488,YALI0_D23793g,YALI1_D30843g,612.0,612.0
3489,YALI0_D23815g,YALI1_D30866g,954.0,954.0
3490,YALI0_D23837g,YALI1_D30899g,421.0,421.0
3491,YALI0_D23859g,YALI1_D30922g,585.0,585.0
3492,YALI0_D23881g,YALI1_D30941g,2008.0,2008.0
3493,YALI0_D23903g,YALI1_D30999g,2362.0,2362.0
3494,YALI0_D23925g,YALI1_D31083g,1938.0,1938.0
3495,YALI0_D23947g,YALI1_D31155g,1341.0,1341.0
3496,YALI0_D23969g,YALI1_D31186g,3163.0,3163.0
3497,YALI0_D24035g,YALI1_D31274g,4754.0,4754.0
3498,YALI0_D24057g,YALI1_D31387g,538.0,538.0
3499,YALI0_D24079g,YALI1_D31402g,1334.0,1334.0
3500,YALI0_D24101g,YALI1_D31482g,1243.0,1243.0
3501,YALI0_D24123g,YALI1_D31568g,1813.0,1813.0
3502,YALI0_D24145g,YALI1_D31624g,710.0,710.0
3503,YALI0_D24167g,YALI1_D31672g,537.0,537.0
3504,YALI0_D24189g,YALI1_D31719g,2836.0,2836.0
3505,YALI0_D24211g,YALI1_D31823g,971.0,971.0
3506,YALI0_D24233g,YALI1_D31866g,2364.0,2364.0
3507,YALI0_D24277g,YALI1_D31914g,300.0,300.0
3508,YALI0_D24299g,YALI1_D32002g,520.0,520.0
3509,YALI0_D24321g,YALI1_D32013g,764.0,764.0
3510,YALI0_D24343g,YALI1_D32070g,1176.0,1176.0
3511,YALI0_D24365g,YALI1_D32111g,638.0,638.0
3512,YALI0_D24387g,YALI1_D32153g,415.0,415.0
3513,YALI0_D24409g,YALI1_D32209g,1213.0,1213.0
3514,YALI0_D24431g,YALI1_D32268g,1017.0,1017.0
3515,YALI0_D24453g,YALI1_D32316g,1436.0,1436.0
3516,YALI0_D24475g,YALI1_D32369g,484.0,484.0
3517,YALI0_D24497g,YALI1_D32424g,1897.0,1897.0
3518,YALI0_D24519g,YALI1_D32435g,590.0,590.0
3519,YALI0_D24541g,YALI1_D32468g,980.0,980.0
3520,YALI0_D24563g,YALI1_D32519g,362.0,362.0
3521,YALI0_D24607g,YALI1_D32568g,1026.0,1026.0
3522,YALI0_D24629g,YALI1_D32594g,263.0,263.0
3523,YALI0_D24651g,YALI1_D32619g,1188.0,1188.0
3524,YALI0_D24728g,YALI1_D32695g,879.0,879.0
3525,YALI0_D24772g,YALI1_D32812g,950.0,950.0
3526,YALI0_D24816g,YALI1_D32832g,271.0,271.0
3527,YALI0_D24830g,YALI1_D32880g,1407.0,1407.0
3528,YALI0_D24849g,YALI1_D32934g,100.0,100.0
3529,YALI0_D24860g,YALI1_D32958g,1022.0,1022.0
3530,YALI0_D24926g,YALI1_D33042g,925.0,925.0
3531,YALI0_D24970g,YALI1_D33105g,669.0,669.0
3532,YALI0_D24992g,YALI1_D33119g,257.0,257.0
3533,YALI0_D25014g,YALI1_D33168g,872.0,872.0
3534,YALI0_D25036g,YALI1_D33207g,364.0,364.0
3535,YALI0_D25058g,YALI1_D33229g,1110.0,1110.0
3536,YALI0_D25080g,YALI1_D33274g,686.0,686.0
3537,YALI0_D25102g,YALI1_D33307g,825.0,825.0
3538,YALI0_D25124g,YALI1_D33321g,1615.0,1615.0
3539,YALI0_D25146g,YALI1_D33350g,780.0,780.0
3540,YALI0_D25168g,YALI1_D33380g,873.0,873.0
3541,YALI0_D25190g,YALI1_D33418g,613.0,613.0
3542,YALI0_D25212g,YALI1_D33428g,1106.0,1106.0
3543,YALI0_D25234g,YALI1_D33465g,916.0,916.0
3544,YALI0_D25256g,YALI1_D33504g,687.0,687.0
3545,YALI0_D25278g,YALI1_D33552g,593.0,593.0
3546,YALI0_D25322g,YALI1_D33599g,1021.0,1021.0
3547,YALI0_D25344g,YALI1_D33640g,793.0,793.0
3548,YALI0_D25366g,YALI1_D33653g,616.0,616.0
3549,YALI0_D25388g,YALI1_D33696g,1453.0,1453.0
3550,YALI0_D25454g,YALI1_D33735g,652.0,652.0
3551,YALI0_D25476g,YALI1_D33780g,987.0,987.0
3552,YALI0_D25498g,YALI1_D33820g,615.0,615.0
3553,YALI0_D25520g,YALI1_D33835g,477.0,477.0
3554,YALI0_D25542g,YALI1_D33879g,935.0,935.0
3555,YALI0_D25564g,YALI1_D33889g,513.0,513.0
3556,YALI0_D25586g,YALI1_D33919g,655.0,655.0
3557,YALI0_D25608g,YALI1_D33941g,1245.0,1245.0
3558,YALI0_D25630g,YALI1_D33961g,715.0,715.0
3559,YALI0_D25652g,YALI1_D33978g,436.0,436.0
3560,YALI0_D25674g,YALI1_D33988g,1597.0,1597.0
3561,YALI0_D25696g,YALI1_D34022g,1006.0,1006.0
3562,YALI0_D25718g,YALI1_D34043g,311.0,311.0
3563,YALI0_D25740g,YALI1_D34057g,266.0,266.0
3564,YALI0_D25762g,YALI1_D34078g,753.0,753.0
3565,YALI0_D25784g,YALI1_D34106g,830.0,830.0
3566,YALI0_D25806g,YALI1_D34119g,820.0,820.0
3567,YALI0_D25828g,YALI1_D34149g,2718.0,2718.0
3568,YALI0_D25850g,YALI1_D34213g,1462.0,1462.0
3569,YALI0_D25872g,YALI1_D34232g,601.0,601.0
3570,YALI0_D25894g,YALI1_D34258g,397.0,397.0
3571,YALI0_D25916g,YALI1_D34270g,322.0,322.0
3572,YALI0_D25938g,YALI1_D34288g,2218.0,2218.0
3573,YALI0_D26015g,YALI1_D34395g,1476.0,1476.0
3574,YALI0_D26081g,YALI1_D34446g,1434.0,1434.0
3575,YALI0_D26103g,YALI1_D34487g,1557.0,1557.0
3576,YALI0_D26125g,YALI1_D34508g,347.0,347.0
3577,YALI0_D26147g,YALI1_D34529g,1364.0,1364.0
3578,YALI0_D26169g,YALI1_D34594g,1153.0,1153.0
3579,YALI0_D26191g,YALI1_D34621g,387.0,387.0
3580,YALI0_D26213g,YALI1_D34643g,978.0,978.0
3581,YALI0_D26235g,YALI1_D34684g,1764.0,1764.0
3582,YALI0_D26257g,YALI1_D34710g,1197.0,1197.0
3583,YALI0_D26279g,YALI1_D34739g,935.0,935.0
3584,YALI0_D26301g,YALI1_D34758g,242.0,242.0
3585,YALI0_D26315g,YALI1_D34785g,3130.0,3130.0
3586,YALI0_D26323g,YALI1_D34840g,233.0,233.0
3587,YALI0_D26345g,YALI1_D34860g,714.0,714.0
3588,YALI0_D26367g,YALI1_D34865g,956.0,956.0
3589,YALI0_D26389g,YALI1_D34893g,236.0,236.0
3590,YALI0_D26411g,YALI1_D34933g,395.0,395.0
3591,YALI0_D26466g,YALI1_D34980g,523.0,523.0
3592,YALI0_D26488g,YALI1_D35025g,1152.0,1152.0
3593,YALI0_D26510g,YALI1_D35061g,1176.0,1176.0
3594,YALI0_D26532g,YALI1_D35096g,900.0,900.0
3595,YALI0_D26554g,YALI1_D35119g,823.0,823.0
3596,YALI0_D26576g,YALI1_D35126g,224.0,224.0
3597,YALI0_D26598g,YALI1_D35143g,791.0,791.0
3598,YALI0_D26620g,YALI1_D35148g,2566.0,2566.0
3599,YALI0_D26642g,YALI1_D35190g,847.0,847.0
3600,YALI0_D26664g,YALI1_D35210g,395.0,395.0
3601,YALI0_D26730g,YALI1_D35258g,1235.0,1235.0
3602,YALI0_D26818g,YALI1_D35356g,1293.0,1293.0
3603,YALI0_D26840g,YALI1_D35394g,942.0,942.0
3604,YALI0_D26862g,YALI1_D35398g,1036.0,1036.0
3605,YALI0_D26884g,YALI1_D35424g,635.0,635.0
3606,YALI0_D26906g,YALI1_D35435g,485.0,485.0
3607,YALI0_D26928g,YALI1_D35443g,234.0,234.0
3608,YALI0_D26950g,YALI1_D35484g,2366.0,2366.0
3609,YALI0_D26972g,YALI1_D35509g,2667.0,2667.0
3610,YALI0_D26994g,YALI1_D35575g,1336.0,1336.0
3611,YALI0_D27016g,YALI1_D35593g,1466.0,1466.0
3612,YALI0_D27038g,YALI1_D35635g,1919.0,1919.0
3613,YALI0_D27060g,YALI1_D35669g,1923.0,1923.0
3614,YALI0_D27082g,YALI1_D35711g,486.0,486.0
3615,YALI0_D27104g,YALI1_D35718g,463.0,463.0
3616,YALI0_D27126g,YALI1_D35735g,659.0,659.0
3617,YALI0_D27148g,YALI1_D35768g,792.0,792.0
3618,YALI0_D27170g,YALI1_D35787g,734.0,734.0
3619,YALI0_D27192g,YALI1_D35809g,1263.0,1263.0
3620,YALI0_D27214g,YALI1_D35852g,467.0,467.0
3621,YALI0_D27236g,YALI1_D35870g,363.0,363.0
3622,YALI0_D27258g,YALI1_D35907g,1944.0,1944.0
3623,YALI0_D27280g,YALI1_D35911g,1268.0,1268.0
3624,YALI0_D27302g,YALI1_D35945g,850.0,850.0
3625,YALI0_D27324g,YALI1_D35965g,615.0,615.0
3626,YALI0_D27346g,YALI1_D35966g,1027.0,1027.0
3627,YALI0_E00110g,YALI1_E00389g,751.0,751.0
3628,YALI0_E00132g,YALI1_E00412g,994.0,994.0
3629,YALI0_E00154g,YALI1_E00437g,1656.0,1656.0
3630,YALI0_E00176g,YALI1_E00510g,3304.0,3304.0
3631,YALI0_E00198g,YALI1_E00533g,884.0,884.0
3632,YALI0_E00220g,YALI1_E00551g,219.0,219.0
3633,YALI0_E00242g,YALI1_E00574g,351.0,351.0
3634,YALI0_E00264g,YALI1_E00588g,1073.0,1073.0
3635,YALI0_E00286g,YALI1_E00613g,661.0,661.0
3636,YALI0_E00308g,YALI1_E00628g,1213.0,1213.0
3637,YALI0_E00330g,YALI1_E00680g,991.0,991.0
3638,YALI0_E00396g,YALI1_E00746g,429.0,429.0
3639,YALI0_E00418g,YALI1_E00760g,412.0,412.0
3640,YALI0_E00462g,YALI1_E00824g,962.0,962.0
3641,YALI0_E00484g,YALI1_E00869g,1719.0,1719.0
3642,YALI0_E00506g,YALI1_E00872g,1953.0,1953.0
3643,YALI0_E00528g,YALI1_E00907g,1060.0,1060.0
3644,YALI0_E00550g,YALI1_E00928g,193.0,193.0
3645,YALI0_E00572g,YALI1_E00948g,251.0,251.0
3646,YALI0_E00594g,YALI1_E00963g,231.0,231.0
3647,YALI0_E00616g,YALI1_E00986g,219.0,219.0
3648,YALI0_E00638g,YALI1_E01019g,945.0,945.0
3649,YALI0_E00660g,YALI1_E01033g,1055.0,1055.0
3650,YALI0_E00682g,YALI1_E01057g,532.0,532.0
3651,YALI0_E00704g,YALI1_E01081g,572.0,572.0
3652,YALI0_E00726g,YALI1_E01105g,931.0,931.0
3653,YALI0_E00748g,YALI1_E01133g,928.0,928.0
3654,YALI0_E00770g,YALI1_E01159g,656.0,656.0
3655,YALI0_E00792g,YALI1_E01193g,1454.0,1454.0
3656,YALI0_E00814g,YALI1_E01213g,741.0,741.0
3657,YALI0_E00836g,YALI1_E01235g,1009.0,1009.0
3658,YALI0_E00858g,YALI1_E01251g,737.0,737.0
3659,YALI0_E00880g,YALI1_E01286g,1478.0,1478.0
3660,YALI0_E00902g,YALI1_E01299g,2108.0,2108.0
3661,YALI0_E00924g,YALI1_E01352g,830.0,830.0
3662,YALI0_E00946g,YALI1_E01392g,392.0,392.0
3663,YALI0_E00968g,YALI1_E01422g,1394.0,1394.0
3664,YALI0_E00990g,YALI1_E01463g,426.0,426.0
3665,YALI0_E01012g,YALI1_E01491g,397.0,397.0
3666,YALI0_E01034g,YALI1_E01530g,1380.0,1380.0
3667,YALI0_E01056g,YALI1_E01589g,1911.0,1911.0
3668,YALI0_E01078g,YALI1_E01614g,922.0,922.0
3669,YALI0_E01100g,YALI1_E01623g,1039.0,1039.0
3670,YALI0_E01122g,YALI1_E01649g,528.0,528.0
3671,YALI0_E01144g,YALI1_E01657g,1304.0,1304.0
3672,YALI0_E01166g,YALI1_E01689g,807.0,807.0
3673,YALI0_E01188g,YALI1_E01694g,1197.0,1197.0
3674,YALI0_E01210g,YALI1_E01741g,659.0,659.0
3675,YALI0_E01232g,YALI1_E01778g,1637.0,1637.0
3676,YALI0_E01254g,YALI1_E01793g,790.0,790.0
3677,YALI0_E01276g,YALI1_E01798g,2698.0,2698.0
3678,YALI0_E01320g,YALI1_E01885g,496.0,496.0
3679,YALI0_E01364g,YALI1_E01904g,783.0,783.0
3680,YALI0_E01386g,YALI1_E01935g,1092.0,1092.0
3681,YALI0_E01408g,YALI1_E01947g,1404.0,1404.0
3682,YALI0_E01430g,YALI1_E02000g,1510.0,1510.0
3683,YALI0_E01452g,YALI1_E02007g,170.0,170.0
3684,YALI0_E01474g,YALI1_E02046g,1561.0,1561.0
3685,YALI0_E01496g,YALI1_E02056g,530.0,530.0
